celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,is_withdrew,is_controversial,contestants,weeks,judges,voting_method,is_allstar,active_weeks,week1_total,week1_avg,week2_total,week2_avg,week3_total,week3_avg,week4_total,week4_avg,week5_total,week5_avg,week6_total,week6_avg,week7_total,week7_avg,week8_total,week8_avg,week9_total,week9_avg,week10_total,week10_avg,week11_total,week11_avg,overall_avg_score,elimination_week,is_finalist,final_rank,total_pageviews,avg_daily_pageviews,ind_Actor/Actress,ind_Athlete,ind_Comedian,ind_Con artist,ind_Conservationist,ind_Entrepreneur,ind_Fitness Instructor,ind_Journalist,ind_Military,ind_Model,ind_Musician,ind_News Anchor,ind_Politician,ind_Producer,ind_Racing Driver,ind_Radio Personality,ind_Singer/Rapper,ind_Social Media Personality,ind_Social media personality,ind_TV Personality,log_pageviews
Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,34,5th Place,5,6.0,6.0,,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.5,10.0,9.0,9.0,9.0,9.0,9.0,9.5,9.5,9.5,,9.6666,9.6666,9.6666,,False,False,14,11,4,rank,False,11,12.0,6.0,21.0,7.0,21.0,7.0,24.0,8.0,30.0,7.5,36.0,9.0,32.0,8.0,37.5,9.375,36.0,9.0,28.5,9.5,28.9998,9.6666,8.297291891891893,,False,,52264.0,736.1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.864082209966808
Baron Davis,Britt Stewart,Athlete,California,United States,46,34,Eliminated Week 2,13,5.0,5.0,,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,14,11,4,rank,False,2,10.0,5.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,2.0,False,,31825.0,448.2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.36803884477013
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,34,3rd Place,3,5.0,5.0,,,8.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,9.5,10.0,9.5,9.5,10.5,9.5,9.5,9.5,9.5,9.5,,9.6666,10.0,10.0,,False,False,14,11,4,rank,False,11,10.0,5.0,22.0,7.333333333333333,24.0,8.0,24.0,8.0,32.0,8.0,39.0,9.75,38.0,9.5,39.0,9.75,39.0,9.75,28.5,9.5,29.666600000000003,9.888866666666669,8.788286486486488,,True,3.0,65426.0,921.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.088690296285336
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,34,Eliminated Week 9,7,5.0,4.0,,,6.0,5.0,5.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.25,7.25,7.25,7.25,8.0,8.5,9.5,8.0,8.0,7.0,7.0,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,14,11,4,rank,False,9,9.0,4.5,16.0,5.333333333333333,18.0,6.0,18.0,6.0,24.0,6.0,27.0,6.75,29.0,7.25,34.0,8.5,29.0,7.25,0.0,0.0,0.0,0.0,6.580645161290323,9.0,False,,100723.0,1418.6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.520139381988423
Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,Non-US,Australia,22,34,1st Place,1,8.0,7.0,,,8.0,7.0,7.0,,8.0,7.0,7.0,,7.0,7.0,8.0,,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.75,9.75,9.75,10.75,9.0,9.5,10.0,9.5,10.5,10.5,10.5,10.5,10.0,9.5,10.0,,9.6666,10.0,10.0,,False,False,14,11,4,rank,False,11,15.0,7.5,22.0,7.333333333333333,22.0,7.333333333333333,22.0,7.333333333333333,35.0,8.75,36.0,9.0,41.0,10.25,38.0,9.5,42.0,10.5,29.5,9.833333333333334,29.666600000000003,9.888866666666669,8.977475675675676,,True,1.0,62903.0,886.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.049365033671352
Hilaria Baldwin,Gleb Savchenko,Entrepreneur,New York,United States,41,34,Eliminated Week 4,11,7.0,7.0,,,7.0,7.0,7.0,,7.0,8.0,7.0,,8.0,7.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,14,11,4,rank,False,4,14.0,7.0,21.0,7.0,22.0,7.333333333333333,23.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.272727272727272,4.0,False,,90492.0,1274.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.413027778630203
Lauren Jauregui,Brandon Armstrong,Singer/Rapper,Florida,United States,29,34,Eliminated Week 3,12,7.0,6.0,,,7.0,7.0,7.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,14,11,4,rank,False,3,13.0,6.5,21.0,7.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,3.0,False,,45337.0,638.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10.72190081192847
Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,34,Eliminated Week 6,10,5.0,5.0,,,6.0,6.0,6.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,7.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,14,11,4,rank,False,6,10.0,5.0,18.0,6.0,22.0,7.333333333333333,21.0,7.0,30.0,7.5,28.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.789473684210527,6.0,False,,85608.0,1205.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11.357545696789908
Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,Florida,United States,24,34,2nd Place,2,7.0,6.0,,,7.0,7.0,7.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,8.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,11.0,11.0,10.0,11.0,9.5,10.0,9.5,9.5,10.0,10.0,10.0,10.0,9.5,10.0,9.5,,10.0,10.0,10.0,,False,False,14,11,4,rank,False,11,13.0,6.5,21.0,7.0,23.0,7.666666666666667,24.0,8.0,35.0,8.75,35.0,8.75,43.0,10.75,38.5,9.625,40.0,10.0,29.0,9.666666666666666,30.0,10.0,8.95945945945946,,True,2.0,289672.0,4079.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12.576507979552138
Jen Affleck,Jan Ravnik,TV Personality,Utah,United States,26,34,Eliminated Week 7,9,6.0,6.0,,,8.0,7.0,7.0,,7.0,6.0,6.0,,7.0,8.0,8.0,,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.5,8.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,False,False,14,11,4,rank,False,7,12.0,6.0,22.0,7.333333333333333,19.0,6.333333333333333,23.0,7.666666666666667,29.0,7.25,32.0,8.0,34.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.434782608695652,7.0,False,,211263.0,2975.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.260863815212865
Whitney Leavitt,Mark Ballas,TV Personality,Utah,United States,32,34,Eliminated Week 10,6,7.0,8.0,,,7.0,7.0,8.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,9.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,10.25,10.25,10.25,11.25,9.5,10.0,10.0,10.0,10.5,10.5,10.5,10.5,9.0,10.0,10.0,,0.0,0.0,0.0,,False,False,14,11,4,rank,False,10,15.0,7.5,22.0,7.333333333333333,24.0,8.0,25.0,8.333333333333334,33.0,8.25,39.0,9.75,42.0,10.5,39.5,9.875,42.0,10.5,29.0,9.666666666666666,0.0,0.0,9.132352941176473,10.0,False,,41.0,0.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.7376696182833684
Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,California,United States,33,34,4th Place,4,5.0,5.0,,,7.0,6.0,7.0,,7.0,8.0,8.0,,7.0,8.0,8.0,,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.75,9.75,8.75,9.75,9.0,9.5,10.0,9.5,10.5,10.5,10.5,10.5,9.0,9.0,9.5,,9.6666,9.6666,10.0,,False,False,14,11,4,rank,False,11,10.0,5.0,20.0,6.666666666666667,23.0,7.666666666666667,23.0,7.666666666666667,36.0,9.0,32.0,8.0,38.0,9.5,38.0,9.5,42.0,10.5,27.5,9.166666666666666,29.3332,9.777733333333334,8.617113513513514,,False,,35.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.58351893845611
